name,all_reviews,developer,publisher,popular_tags,game_details,genre,mature_content,minimum_requirements,original_price
life is hard,"Mixed,(252),- 64% of the 252 user reviews for this game are positive.","Pirozhok Studio,Vitaliy Ruzankin","Pirozhok Studio,Pirozhok Studio","Early Access,Early Access,Strategy,Indie,Simulation,Adventure,Pixel Graphics,Medieval,God Game,Atmospheric,2D,Addictive,Economy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,Simulation,Strategy,Early Access",,"Minimum:,OS:,Microsoft® Windows® 7 with Service Pack 1, 64-bit installation,Processor:,32 or 64-bit, with clock frequency higher than 1.6GHz,Memory:,4 GB RAM,Graphics:,with memory size larger than 2 GB and DirectX® 10/OpenGL 3.0 support,DirectX:,Version 10,Storage:,2 GB available space,Sound Card:,Сompatible with DirectX® sound card (if you want to play with sounds),Additional Notes:,64-bit system configuration, last graphic drivers.,Minimum:,OS:,Apple® Mac OS X® 10.8,Processor:,64-bit, with clock frequency higher than 1.6GHz,Memory:,6 GB RAM,Graphics:,with memory size larger than 2 GB and DirectX® 10/OpenGL 3.0 support,Storage:,2 GB available space,Sound Card:,Сompatible with DirectX® sound card (if you want to play with sounds),Additional Notes:,64-bit system configuration, last graphic drivers.,Minimum:,OS:,Ubuntu 14.10, SteamOS,Processor:,64-bit, with clock frequency higher than 1.6GHz,Memory:,6 GB RAM,Graphics:,with memory size larger than 2 GB and DirectX® 10/OpenGL 3.0 support,Storage:,2 GB available space,Sound Card:,Сompatible with DirectX® soundcard (if you want to play with sounds),Additional Notes:,64-bit system configuration, last graphic drivers.",$9.99 
open sorcery,"Very Positive,(169),- 98% of the 169 user reviews for this game are positive.",Abigail Corfman,"Open Sorcery Games,Open Sorcery Games","Indie,Adventure,RPG,Text-Based,Interactive Fiction,Female Protagonist","Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,RPG",,,$3.99 
dragon's lair 2: time warp,"Positive,(49),- 83% of the 49 user reviews for this game are positive.",Digital Leisure Inc.,"Digital Leisure Inc.,Digital Leisure Inc.","Adventure,Casual,Action,FMV,Classic,Quick-Time Events,Cartoon","Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Casual",,"Minimum:,OS:,Windows 8,Processor:,1.8 GHz dual core CPU,Memory:,2 GB RAM,Graphics:,256 MB GeForce 8800, Radeon 3850, or Intel HD 2000 Graphics,DirectX:,Version 9.0,Storage:,2 GB available space,Sound Card:,DirectX Compatible Sound Card,Minimum:,OS:,Snow Leopard 10.6.8, or later,Processor:,Intel Core Duo Processor,Memory:,2 GB RAM,Graphics:,Intel HD3000 or better card with at least 256 MB VRAM,Storage:,2 GB available space,Minimum:,OS:,SteamOS 2.0,Processor:,Intel Core i Series Processor,Memory:,2 GB RAM,Graphics:,Basic video playback required,Storage:,2 GB available space",$9.99 
ages of mages: the last keeper,"Very Positive,(80),- 81% of the 80 user reviews for this game are positive.",YFC games,"YFC games,YFC games","RPG,Indie,Action,Adventure,Casual,Local Co-Op,Local Multiplayer,4 Player Local,Twin Stick Shooter,Arcade,Early Access","Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Indie,RPG",,"Minimum:,OS:,Windows 7,Processor:,2GHz processor,Memory:,2 GB RAM,Graphics:,NVIDIA 450 GTS / ATI Radeon HD 5750,DirectX:,Version 11,Storage:,2 GB available space",$11.99 
section 8®: prejudice™,"Mostly Positive,(769),- 77% of the 769 user reviews for this game are positive.",TimeGate Studios,"Atari,Atari","Action,FPS,Sci-fi,Shooter,Multiplayer,First-Person,Singleplayer",Single-player,Action,,,$9.99 
neverbound,"Positive,(13),- 92% of the 13 user reviews for this game are positive.",Enthusiast Games,"Enthusiast Games,Enthusiast Games","Early Access,Indie,Action,Violent,Early Access,VR,Futuristic,Physics,FPS,Sci-fi,Singleplayer","Single-player,Steam Achievements","Action,Indie,Early Access", Mature Content Description  The developers describe the content like this:  Whenever you kill the human enemies in the game you see a small blood come from where you hit them. This is the only Mature Content in NeverBound.  ,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 SP1, Windows 8.1 or later, Windows 10,Processor:,Intel i5-4590 equivalent or better,Memory:,8 GB RAM,Graphics:,Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better,Storage:,4 GB available space",$19.99 
铁道物语：陆王（railway saga:land king）,"Very Positive,(237),- 88% of the 237 user reviews for this game are positive.","風林火山工作室,東木酋長","Jolifess Inc.,Fulinkazan Co.,Jolifess Inc.,Fulinkazan Co.","Early Access,Casual,Simulation,Strategy,Early Access,Indie,Trains",Single-player,"Casual,Indie,Simulation,Strategy,Early Access",,"Minimum:,OS:,Win7,Win8,Win10,Processor:,I3,Memory:,2 GB RAM,Graphics:,On Board,DirectX:,Version 9.0,Network:,Broadband Internet connection,Storage:,1 GB available space",$9.99 
happy words,"Mostly Positive,(17),- 70% of the 17 user reviews for this game are positive.",LAN - GAMES EOOD,"LAN - GAMES EOOD,LAN - GAMES EOOD","Casual,Indie,Strategy,Board Game,Word Game,Early Access","Single-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Stats,Steam Leaderboards,Steam is learning about this game 
									","Casual,Indie,Strategy",,,$4.99 
peekaboo,"Very Positive,(85),- 88% of the 85 user reviews for this game are positive.",Redaster Studio,"Redaster Studio,Redaster Studio","Early Access,Early Access,Casual,Action,Indie,Massively Multiplayer,RPG,Multiplayer,Funny,Open World,Stealth,Hidden Object,Atmospheric,Co-op,Team-Based,Online Co-Op,Fantasy,Survival,Adventure,Pixel Graphics","Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Stats","Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Simulation,Early Access",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7.1 SP1 / Windows 8.1 / Windows 10 (64-bit Operating System Required),Processor:,Intel Core i3, 2.4GHz,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce GTX 460 / AMD Radeon HD 6850,DirectX:,Version 10,Network:,Broadband Internet connection,Storage:,1000 MB available space",$2.99 
reigns: her majesty,"Very Positive,(590),- 84% of the 590 user reviews for this game are positive.","Nerial,Synaptic Insight Technology Systems","Devolver Digital,Devolver Digital","Indie,Female Protagonist,Casual,Choices Matter,Simulation,Card Game,Strategy,Medieval,Dark Humor,Choose Your Own Adventure,Funny,Dark Comedy,Adventure,Comedy,Singleplayer","Single-player,Steam Achievements,Partial Controller Support","Casual,Indie,Simulation",,"Minimum:,OS:,Windows 7/8/8.1/10 32-bit and 64-bit,Processor:,Intel Core2 Duo T5600 (2 * 1830),Memory:,1 GB RAM,Graphics:,GeForce Go 7600 (128 MB),Storage:,150 MB available space",$2.99 
act of war: direct action,"Very Positive,(192),- 85% of the 192 user reviews for this game are positive.",Eugen Systems,"THQ Nordic,THQ Nordic","Action,RTS,Strategy,Singleplayer","Single-player,Multi-player",Action,,,$2.99 
tender loving care,"Mostly Positive,(60),- 75% of the 60 user reviews for this game are positive.",Aftermath Media,"Nightdive Studios,Nightdive Studios","Adventure,Nudity,Sexual Content,FMV,Casual",Single-player,"Adventure,Casual"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ","Minimum:,OS:,Windows XP / Vista / 7 / 8 / 10,Processor:,Intel Dual Core Machine,Memory:,256 MB RAM,Graphics:,Direct3D compatible 3D accelerator card,Storage:,750 MB available space,Sound Card:,DirectX compatible sound card",$5.99 
don't make love,"Very Positive,(66),- 89% of the 66 user reviews for this game are positive.",Maggese,"Maggese,Maggese","Simulation,Casual,Indie,Choices Matter,Sexual Content,Multiple Endings,Romance,Visual Novel,Text-Based,Story Rich,2D,Interactive Fiction,Female Protagonist,Short,Singleplayer,RPG,Adventure,Atmospheric,Replay Value,Dating Sim","Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation",,,$4.99 
basingstoke,"Very Positive,(108),- 82% of the 108 user reviews for this game are positive.",Puppygames,"Puppygames,Puppygames","Action,Indie,Adventure,Rogue-lite,Survival,Stealth,Singleplayer,Crafting,Survival Horror,Replay Value,Difficult,Great Soundtrack,Zombies,Rogue-like","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","Action,Adventure,Indie",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 or newer,Processor:,Intel Core i3 2.00 GHz or AMD equivalent,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce 550 or higher with 2GB Memory,DirectX:,Version 11,Storage:,1 GB available space,Minimum:,Requires a 64-bit processor and operating system,OS:,OS X 10.9 or newer,Processor:,2011 or newer Intel Core i5,Memory:,8 GB RAM,Graphics:,Nvidia or ATi GPU with 2GB Memory,Storage:,1 GB available space,Minimum:,Requires a 64-bit processor and operating system,OS:,Ubuntu 12.04 or newer,Processor:,Intel Core i3 2.00 GHz or AMD equivalent,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce 550 or higher with 2GB Memory,Storage:,1 GB available space",$29.99 
dungeonmaze,"Very Positive,(75),- 84% of the 75 user reviews for this game are positive.",MazeStudio,"SakuraGame,SakuraGame","Strategy,Indie,RPG,Rogue-like,Pixel Graphics","Single-player,Steam Achievements,Steam Cloud","Indie,RPG,Strategy",,,$1.99 
basketball classics,"Positive,(32),- 90% of the 32 user reviews for this game are positive.",Namo Gamo,"Namo Gamo,Namo Gamo","Early Access,Sports,Casual,Indie,Early Access,Basketball,Retro,Local Multiplayer,Singleplayer,Arcade","Single-player,Multi-player,Local Multi-Player,Shared/Split Screen,Full controller support","Casual,Indie,Sports,Early Access",,,$9.99 
guilty gear,"Positive,(11),- 100% of the 11 user reviews for this game are positive.",Arc System Works,"Arc System Works,Arc System Works","Action,Fighting,2D Fighter,Classic,Anime,Singleplayer,Local Multiplayer,Controller,e-sports,God Game,Arcade","Single-player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Partial Controller Support",Action,,,$9.99 
thief: deadly shadows,"Very Positive,(1,216),- 83% of the 1,216 user reviews for this game are positive.",Ion Storm,"Square Enix,Square Enix","Stealth,Atmospheric,Action,Steampunk,First-Person,Classic,Third Person,Dark,Story Rich,Horror,Singleplayer,Masterpiece,Fantasy,Adventure,Dark Fantasy,Immersive Sim,Medieval,Open World,RPG",Single-player,Action,,,$8.99 
shadow uprising,"Positive,(13),- 100% of the 13 user reviews for this game are positive.",Amber Eye Studio,"InvestVR,InvestVR","Action,VR,Stealth,Singleplayer,Post-apocalyptic,Dystopian","Single-player,Profile Features Limited 
									",Action,,,$19.99 
giraffe town,"Mostly Positive,(30),- 73% of the 30 user reviews for this game are positive.",Samer Khatib (Snowconesolid Productions),"Samer Khatib (Snowconesolid Productions),Samer Khatib (Snowconesolid Productions)","Indie,Adventure,Action,Violent,Psychological Horror,Horror,Difficult,Third Person,3D,Singleplayer,Physics,Survival Horror,Comedy,Puzzle,Platformer,3D Platformer,Funny,Survival,Story Rich,Great Soundtrack","Single-player,Full controller support,Captions available,Profile Features Limited 
									","Action,Adventure,Indie"," Mature Content Description  The developers describe the content like this:  This game contains violence, blood and gore, and strong language. This game also contains bright flashing lights, loud audio and imagery which may not be suitable for everyone.  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7/8/10 (64-bit OS required),Processor:,2.5 GHz processor,Memory:,4 GB RAM,Graphics:,Graphics card with DX10 (shader model 4.0) capabilities.,DirectX:,Version 10,Storage:,1 GB available space",$7.99 
the secret order 5: the buried kingdom,"Mostly Positive,(44),- 79% of the 44 user reviews for this game are positive.",Sunward Games,"Artifex Mundi,Artifex Mundi","Adventure,Casual,Hidden Object,Point & Click,Female Protagonist,Fantasy,Puzzle,Horror,Dragons,Singleplayer,Family Friendly,Mystery,Atmospheric,Indie,Story Rich,Great Soundtrack,2D","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual",,"Minimum:,OS:,Windows XP, Windows Vista, Windows 7, Windows 8, Windows 10,Processor:,2.0 GHz,Memory:,1 GB RAM,Graphics:,256 MB VRAM,Storage:,2 GB available space,Minimum:,OS:,10.6.8,Processor:,2.0 GHz,Memory:,1 GB RAM,Graphics:,256 MB VRAM,Storage:,2 GB available space,Minimum:,OS:,Ubuntu 12.04 (32/64bit),Processor:,2.0 GHz,Memory:,1 GB RAM,Graphics:,256 MB VRAM,Storage:,2 GB available space",$64.94 
darksiders blades & whip franchise pack,,Gunfire Games,THQ Nordic,,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG",,,
bonds,"Positive,(28),- 89% of the 28 user reviews for this game are positive.",DID Games,"DID Games,DID Games","Sexual Content,Indie,Casual,Simulation,Visual Novel,Anime,Romance,Cute","Single-player,Profile Features Limited 
									","Casual,Indie,Simulation"," Mature Content Description  The developers describe the content like this:  Contains poses and language with a degree of mild sex appeal, as the characters are trying to start their own light bondage modelling business. There is however no full nudity in the game.  ","Minimum:,OS:,WindowsR 7/8/8.1/10 (32bit/64bit),Processor:,Intel Core2 Duo or better,Memory:,1 GB RAM,Graphics:,DirectX 9/OpenGL 4.1 capable GPU,Storage:,1 GB available space,Minimum:,OS:,Mac OSX 10.10 or better,Processor:,Intel Core2 Duo or better,Memory:,1 GB RAM,Graphics:,Compatible OpenGLR,Storage:,1 GB available space",$5.99 
hyper knights,"Very Positive,(451),- 88% of the 451 user reviews for this game are positive.",Endless Loop Studios,"Endless Loop Studios,Endless Loop Studios","Action,Indie,Adventure,Strategy,Medieval,2D,Hack and Slash,Arcade,Singleplayer,Action-Adventure,Fast-Paced,Management,Controller","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Indie",,,$4.99 
sam & max hit the road,"Very Positive,(71),- 97% of the 71 user reviews for this game are positive.",Lucasfilm,"Lucasfilm,Disney Interactive,Lucasfilm,Disney Interactive","Adventure,Point & Click,Comedy,Classic,2D,Retro,Singleplayer,Cult Classic,Puzzle,1990's,Funny,Great Soundtrack,Cartoony,Story Rich,Remake,Pixel Graphics","Single-player,Steam Cloud",Adventure,,"Minimum:,OS:,Windows XP or newer,Processor:,1 GHz,Memory:,256 MB RAM,Graphics:,3D graphics card compatible with DirectX 7,DirectX:,Version 7.0,Storage:,250 MB available space,Sound Card:,16-bit sound card,Additional Notes:,Mouse, Keyboard,Minimum:,OS:,OS X 10.7.0,Processor:,Intel Core 2 Duo 2GHz,Memory:,1 GB RAM,Graphics:,64 MB of video memory,Storage:,250 MB available space,Additional Notes:,Mouse, Keyboard",$5.99 
xenon racer,"Mostly Positive,(63),- 76% of the 63 user reviews for this game are positive.",3DClouds.it,"SOEDESCO Publishing,SOEDESCO Publishing","Racing,Sports,Action,Indie,Arcade,Singleplayer,Multiplayer,Sci-fi,Co-op,Family Friendly,Casual,Great Soundtrack,First-Person,Difficult,Linear,Atmospheric,Simulation,Online Co-Op,Adventure,Story Rich","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie,Racing,Sports",,"Minimum:,Requires a 64-bit processor and operating system,OS:,64 bit Windows 10 / 8 / 7,Processor:,Intel Core i5-2500K 3.3GHz / AMD FX-8150 3.6GHz or equivalent,Memory:,4 GB RAM,Graphics:,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,4 GB available space,Sound Card:,DirectX compatible soundcard,Additional Notes:,Laptop versions of graphics cards may work but are not officially supported.",$29.99 
dreamworks dragons: dawn of new riders,"Mostly Positive,(26),- 76% of the 26 user reviews for this game are positive.",Climax Studios Ltd.,"Outright Games Ltd. ,Outright Games Ltd. ","Adventure,Dragons,Action","Single-player,Steam Achievements,Full controller support,Profile Features Limited 
									",Adventure,,,$29.99 
nancy drew®: alibi in ashes,"Positive,(48),- 89% of the 48 user reviews for this game are positive.",HeR Interactive,"HeR Interactive,HeR Interactive","Adventure,Point & Click,Mystery,Female Protagonist,Detective,Puzzle",Single-player,Adventure,,,$6.99 
divine divinity,"Very Positive,(1,393),- 86% of the 1,393 user reviews for this game are positive.",Larian Studios,"Larian Studios,Larian Studios","RPG,Fantasy,Isometric,Classic,Action RPG,Singleplayer,Open World,Real-Time with Pause,Hack and Slash,Adventure,Exploration,2D,Action,CRPG,Great Soundtrack,Funny,Story Rich,Atmospheric,Female Protagonist,Masterpiece",Single-player,RPG,,,$5.99 
crime solver's bundle,,RSK Entertainment,Strategy First,,Single-player,"Adventure,Violent,Gore",,,
gladius | gladiator vr sword fighting,"Mostly Positive,(155),- 78% of the 155 user reviews for this game are positive.",VirtualAge,"VirtualAge,VirtualAge","Early Access,Early Access,Action,Indie,VR",Single-player,"Action,Indie,Early Access",,,$14.99 
wayward souls,"Very Positive,(86),- 82% of the 86 user reviews for this game are positive.",Rocketcat Games,"Rocketcat Games,Rocketcat Games","Early Access,Early Access,Action,Indie,RPG,Rogue-like,Rogue-lite,2D","Single-player,Full controller support,Steam Cloud","Action,Indie,RPG,Early Access",,,$11.99 
